"Gender","Location","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men","Blood donation house","Korean Red Cross","Donation Count[Unit]","Unit","577214","696014","670332","778251","928483","1002895","993469","1024829","1110847","1213216","1253676","1144932","1211268","1236695","1210397","1215172","1222137","1230433","1291331",
"Men","Blood donation house","Korean Red Cross","Composition Rate[%]","%","32.3","39.8","43.4","46.4","51.6","55.8","57.9","57.2","58.2","60.4","61.8","59.4","60.9","62.7","63.4","67.8","69","70.9","70",
"Men","Blood donation house","Central Seoul","Donation Count[Unit]","Unit","54658","73713","71460","82547","89528","113156","","","","","","","","146795","135584","127521","124898","125049","131065",
"Men","Blood donation house","Central Seoul","Composition Rate[%]","%","32.2","42.2","52","56.1","60.5","65.6","","","","","","","","75.1","74.1","80.8","80.4","80.5","79.1",
"Men","Blood donation house","Western Seoul","Donation Count[Unit]","Unit","50677","55670","71701","80562","92432","47913","126713","129889","134374","150100","154787","142648","148584","","","","","","",
"Men","Blood donation house","Western Seoul","Composition Rate[%]","%","44.5","48.8","61","63.1","64.8","73.4","70.8","67.7","64","63.9","66.8","67.6","73.6","","","","","","",
"Men","Blood donation house","Southern Seoul","Donation Count[Unit]","Unit","56056","73471","70777","75019","90610","109513","108385","112575","114669","112969","111262","110215","114503","112729","106050","96765","93822","94972","102914",
"Men","Blood donation house","Southern Seoul","Composition Rate[%]","%","37.4","48.5","51.9","52.3","58.6","67.6","67.6","67.7","66.6","66.4","67.2","65.1","61.8","64.8","66.1","67","70.6","71.5","69.9",
"Men","Blood donation house","Eastern Seoul","Donation Count[Unit]","Unit","44808","56658","57701","67489","81656","104001","118654","121073","130674","144240","137592","124341","131984","137771","131824","119841","119476","125510","135457",
"Men","Blood donation house","Eastern Seoul","Composition Rate[%]","%","28.2","37.6","45.4","50.2","57.6","64.2","69.3","66.9","66","67.7","66.6","63.5","65.6","68.5","70.8","70","71.3","75.3","75",
"Men","Blood donation house","Busan","Donation Count[Unit]","Unit","72952","78492","76098","85305","93855","102531","94079","92880","102213","110564","110994","97223","103959","110341","108148","106352","103773","108797","108498",
"Men","Blood donation house","Busan","Composition Rate[%]","%","44.7","49","51.5","54.2","58.6","61.2","62.4","60.9","65.4","70.4","70","68","68.5","70.5","72.2","77","76.6","78.7","76.2",
"Men","Blood donation house","Daegu/Gyeongbook","Donation Count[Unit]","Unit","45027","53734","46323","57582","75476","77282","76528","81022","93837","107409","112467","101011","105979","113436","111055","105646","118245","114778","118400",
"Men","Blood donation house","Daegu/Gyeongbook","Composition Rate[%]","%","30.7","38.4","39.5","43.5","49.8","52.7","53.7","53.3","56.5","60.2","63.3","60","61.4","64.2","66.4","75.8","74.3","72.2","70.7",
"Men","Blood donation house","Incheon","Donation Count[Unit]","Unit","30921","35215","39232","40447","47279","59956","70571","72807","77948","84912","85184","74750","74684","75956","74719","86281","90698","92153","100925",
"Men","Blood donation house","Incheon","Composition Rate[%]","%","34.2","40.6","49.6","46.7","52.5","58.3","61.2","63.6","66.6","68.3","70.2","66","64.5","68.6","66.7","72.3","75.7","76.8","79.2",
"Men","Blood donation house","Ulsan","Donation Count[Unit]","Unit","22798","28551","19767","22923","24625","24908","25414","27567","30547","35929","40023","37465","38923","41118","40993","39050","40149","42112","50471",
"Men","Blood donation house","Ulsan","Composition Rate[%]","%","36.9","44","37.6","40.9","42.9","45.3","46.8","47.6","50.6","52.7","57.1","57","59.1","62.3","59.8","61.3","62.9","65.6","68.4",
"Men","Blood donation house","Gyeonggi","Donation Count[Unit]","Unit","37041","37007","37475","47841","65903","70856","74321","75730","85570","92494","100228","92594","96716","102485","105434","122609","129385","121852","129205",
"Men","Blood donation house","Gyeonggi","Composition Rate[%]","%","31.5","32.2","36.4","43.4","53.9","57.3","58.8","59","60.9","60.9","62.9","59.9","60.5","65.5","66.3","71.6","76.7","76.7","76.3",
"Men","Blood donation house","Gangwon","Donation Count[Unit]","Unit","11263","12353","11983","14969","17385","19157","21886","24902","30214","35823","46308","44815","47298","49139","49390","47376","45522","46153","49214",
"Men","Blood donation house","Gangwon","Composition Rate[%]","%","14.9","18.3","21.5","24.3","27","28.9","30.2","29","31.8","35.9","39.8","36.7","37.1","36.5","38.8","40.4","41.3","46.9","46.4",
"Men","Blood donation house","Chungbook","Donation Count[Unit]","Unit","24458","26413","22280","25091","36149","41307","39283","41577","41403","41241","40870","34568","39762","39729","36415","36481","35024","34850","35474",
"Men","Blood donation house","Chungbook","Composition Rate[%]","%","40.3","42.8","38.2","37.4","45.9","51.6","54.7","53.1","55.2","55.3","55.5","51.8","55.2","55.6","51.8","55.3","54.9","56.9","55.8",
"Men","Blood donation house","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","21988","28443","32647","46476","59207","66163","72389","81022","86970","93350","99976","93719","102491","105505","106080","113810","112099","114000","114294",
"Men","Blood donation house","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","15.6","24.4","28.3","35","42.4","44.4","49.9","53.2","53.2","54.7","55.3","54.7","59.1","59","60.1","66.3","67.2","69","67.9",
"Men","Blood donation house","Jeonbook","Donation Count[Unit]","Unit","36746","38711","29213","31383","37440","43558","45432","45987","47958","48932","49394","41873","42903","39484","41686","43132","41871","40986","42289",
"Men","Blood donation house","Jeonbook","Composition Rate[%]","%","38.5","43.6","38.6","38.3","40.9","46.1","50","49.8","50","54.5","52.1","47.8","49.2","47.9","51.3","56.5","54.9","59.2","58.1",
"Men","Blood donation house","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","51240","77011","65019","68811","74638","72634","70906","69184","75603","91290","98224","88462","98660","96850","97103","94616","91852","93814","94679",
"Men","Blood donation house","Gwangju/Jeonnaam","Composition Rate[%]","%","38.8","53.3","51.7","52.3","54.2","55.7","57.5","56.8","56.4","65.5","69.3","66.4","66.8","68.6","68.5","74.2","72","75.1","73.4",
"Men","Blood donation house","Gyeongnaam","Donation Count[Unit]","Unit","10852","14551","13623","23124","30542","36926","38285","38255","47129","51689","52986","49525","51628","53065","52525","58680","58621","58646","58974",
"Men","Blood donation house","Gyeongnaam","Composition Rate[%]","%","12.3","16.6","18.1","27.4","32.6","38.6","41.6","40.3","45.5","46.4","49.9","49.5","50.9","51.6","51.8","58.4","61.7","63.6","59.5",
"Men","Blood donation house","Jeju","Donation Count[Unit]","Unit","5729","6021","5033","8682","11758","13034","10623","10359","11738","12274","13381","11723","13194","12292","13391","17012","16702","16761","19472",
"Men","Blood donation house","Jeju","Composition Rate[%]","%","22.9","25.3","23.4","37.4","47","52.8","48.9","50.5","54.6","53","52.1","49.4","51.3","50.8","54.3","58.6","56.7","57.8","59.9",
"Men","Blood donation house","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","38506","61598","70567","75827","88868","97679","104991","109163","111258","109459","104577","104928","102810","112945","128849",
"Men","Blood donation house","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","47.9","61.3","65.8","65.9","70.2","75","77.4","77.5","77.6","81.6","82.1","85.1","83.5","80.1","78.7",
"Men","Blood donation bus","Total","Donation Count[Unit]","Unit","108477","101318","84121","59666","63481","32071","21600","22334","22228","14117","10776","6838","6176","5219","3988","7624","8267","7833","3848",
"Men","Blood donation bus","Total","Composition Rate[%]","%","5.9","5.7","5.3","3.4","3.4","1.7","1.1","1.2","1.1",".7",".5",".3",".3",".2",".2",".4",".4",".4",".2",
"Men","Blood donation bus","Korean Red Cross","Donation Count[Unit]","Unit","108477","101318","84121","59666","57872","27719","16225","17891","17839","11868","9280","4002","3776","3480","1812","2252","4170","3968","807",
"Men","Blood donation bus","Korean Red Cross","Composition Rate[%]","%","6.1","5.8","5.4","3.6","3.2","1.5",".9","1",".9",".6",".5",".2",".2",".2",".1",".1",".2",".2","0",
"Men","Blood donation bus","Central Seoul","Donation Count[Unit]","Unit","11263","7572","4692","2275","1307","2986","","","","","","","","33","14","149","21","-","-",
"Men","Blood donation bus","Central Seoul","Composition Rate[%]","%","6.6","4.3","3.4","1.5",".9","1.7","","","","","","","","-","0",".1","0","-","-",
"Men","Blood donation bus","Western Seoul","Donation Count[Unit]","Unit","11947","13469","13052","10992","16053","3574","3084","2833","545","228","128","40","26","","","","","","",
"Men","Blood donation bus","Western Seoul","Composition Rate[%]","%","10.5","11.8","11.1","8.6","11.2","5.5","1.7","1.5",".3",".1",".1","0","0","","","","","","",
"Men","Blood donation bus","Southern Seoul","Donation Count[Unit]","Unit","14137","16100","11065","9790","6139","76","820","73","5","0","0","-","0","-","0","-","357","137","23",
"Men","Blood donation bus","Southern Seoul","Composition Rate[%]","%","9.4","10.6","8.1","6.8","4","0",".5","0","0","0","0","-","0","-","0","-",".3",".1","0",
"Men","Blood donation bus","Eastern Seoul","Donation Count[Unit]","Unit","10587","9802","8600","5002","5011","2217","330","1339","474","210","113","210","61","371","22","690","1584","1025","-",
"Men","Blood donation bus","Eastern Seoul","Composition Rate[%]","%","6.7","6.5","6.8","3.7","3.5","1.4",".2",".7",".2",".1",".1",".1","0",".2","0",".4",".9",".6","-",
"Men","Blood donation bus","Busan","Donation Count[Unit]","Unit","9616","9089","4939","4485","3248","2840","1829","1467","1384","1235","592","263","18","36","0","21","17","-","-",
"Men","Blood donation bus","Busan","Composition Rate[%]","%","5.9","5.7","3.3","2.8","2","1.7","1.2","1",".9",".8",".4",".2","0","-","0","-","0","-","-",
"Men","Blood donation bus","Daegu/Gyeongbook","Donation Count[Unit]","Unit","7485","4545","3291","3191","4745","3851","1970","1540","946","84","39","92","4","-","0","-","288","-","-",
"Men","Blood donation bus","Daegu/Gyeongbook","Composition Rate[%]","%","5.1","3.3","2.8","2.4","3.1","2.6","1.4","1",".6","0","0",".1","0","-","0","-",".2","-","-",
"Men","Blood donation bus","Incheon","Donation Count[Unit]","Unit","7785","4046","2933","3603","4405","1902","315","502","1582","339","370","7","395","329","0","75","207","1835","14",
"Men","Blood donation bus","Incheon","Composition Rate[%]","%","8.6","4.7","3.7","4.2","4.9","1.8",".3",".4","1.4",".3",".3","0",".3",".3","0",".1",".2","1.5","0",
"Men","Blood donation bus","Ulsan","Donation Count[Unit]","Unit","4334","5037","3976","3170","2852","2615","1968","1848","2322","2691","524","-","0","-","0","-","-","-","-",
"Men","Blood donation bus","Ulsan","Composition Rate[%]","%","7","7.8","7.6","5.7","5","4.8","3.6","3.2","3.8","3.9",".7","-","0","-","0","-","-","-","-",
"Men","Blood donation bus","Gyeonggi","Donation Count[Unit]","Unit","11441","12807","9557","2752","1197","1004","575","1979","529","742","808","-","0","-","0","-","-","-","-",
"Men","Blood donation bus","Gyeonggi","Composition Rate[%]","%","9.7","11.1","9.3","2.5","1",".8",".5","1.5",".4",".5",".5","-","0","-","0","-","-","-","-",
"Men","Blood donation bus","Gangwon","Donation Count[Unit]","Unit","119","158","69","54","120","264","282","156","87","40","5","3","0","-","2","6","-","-","-",
"Men","Blood donation bus","Gangwon","Composition Rate[%]","%",".2",".2",".1",".1",".2",".4",".4",".2",".1","0","0","0","0","-","0","-","-","-","-",
"Men","Blood donation bus","Chungbook","Donation Count[Unit]","Unit","194","239","2534","1671","144","0","0","0","0","0","0","-","0","-","0","-","40","-","-",
"Men","Blood donation bus","Chungbook","Composition Rate[%]","%",".3",".4","4.3","2.5",".2","0","0","0","0","0","0","-","0","-","0","-",".1","-","-",
"Men","Blood donation bus","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","8915","8293","5882","1316","59","7","0","19","0","1048","1389","-","0","-","0","-","7","-","-",
"Men","Blood donation bus","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","6.3","7.1","5.1","1","0","0","0","0","0",".6",".8","-","0","-","0","-","0","-","-",
"Men","Blood donation bus","Jeonbook","Donation Count[Unit]","Unit","889","100","4666","4701","5179","468","106","68","1191","1390","1511","1064","933","767","704","1311","1627","947","770",
"Men","Blood donation bus","Jeonbook","Composition Rate[%]","%",".9",".1","6.2","5.7","5.7",".5",".1",".1","1.2","1.5","1.6","1.2","1.1",".9",".9","1.7","2.1","1.4","1.1",
"Men","Blood donation bus","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","621","695","954","430","741","274","193","739","3990","67","158","8","2","-","0","-","22","24","-",
"Men","Blood donation bus","Gwangju/Jeonnaam","Composition Rate[%]","%",".5",".5",".8",".3",".5",".2",".2",".6","3","0",".1","0","0","-","0","-","0","0","-",
"Men","Blood donation bus","Gyeongnaam","Donation Count[Unit]","Unit","7775","9021","7368","5889","6557","5274","4226","4746","4310","3721","3643","2315","2337","1944","1070","-","-","-","-",
"Men","Blood donation bus","Gyeongnaam","Composition Rate[%]","%","8.8","10.3","9.8","7","7","5.5","4.6","5","4.2","3.3","3.4","2.3","2.3","1.9","1.1","-","-","-","-",
"Men","Blood donation bus","Jeju","Donation Count[Unit]","Unit","1369","345","543","345","115","367","527","582","474","73","0","-","0","-","0","-","-","-","-",
"Men","Blood donation bus","Jeju","Composition Rate[%]","%","5.5","1.5","2.5","1.5",".5","1.5","2.4","2.8","2.2",".3","0","-","0","-","0","-","-","-","-",
"Men","Blood donation bus","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","5609","4352","5375","4443","4389","2249","1496","2836","2400","1739","2176","5372","4097","3865","3041",
"Men","Blood donation bus","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","7","4.3","5","3.9","3.5","1.7","1.1","2","1.7","1.3","1.7","4.4","3.3","2.7","1.9",
"Women","Total","Total","Donation Count[Unit]","Unit","442723","510507","495498","606000","690437","766279","792044","816920","878626","916056","917507","799404","796429","776358","754526","694957","709306","772823","767399",
"Women","Total","Korean Red Cross","Donation Count[Unit]","Unit","434111","502330","482828","587806","662785","717029","731259","751905","798880","837370","842410","719073","725958","708838","704669","642092","654823","709881","696187",
"Women","Total","Central Seoul","Donation Count[Unit]","Unit","40782","47577","50360","60732","60599","78859","","","","","","","","71096","68119","64192","61162","68355","68768",
"Women","Total","Western Seoul","Donation Count[Unit]","Unit","19722","24503","37319","43179","50529","24475","92521","91199","92775","99850","100627","80306","75510","","","","","","",
"Women","Total","Southern Seoul","Donation Count[Unit]","Unit","30891","38322","36529","43844","53767","58292","57592","62745","63071","59367","58621","57825","61416","56594","54414","45978","43517","48969","49037",
"Women","Total","Eastern Seoul","Donation Count[Unit]","Unit","36855","49576","54891","63708","71509","86866","93827","94974","97210","102248","92175","77583","78459","77858","73657","60598","62920","71618","75082",
"Women","Total","Busan","Donation Count[Unit]","Unit","50090","52283","41898","52858","56614","65975","66157","66477","74522","78802","79468","61778","63448","67004","63778","59235","59275","65959","63300",
"Women","Total","Daegu/Gyeongbook","Donation Count[Unit]","Unit","47449","49122","40158","55716","63851","66702","69332","74781","78744","85359","82543","68471","68196","69446","65191","57087","66175","66187","62272",
"Women","Total","Incheon","Donation Count[Unit]","Unit","38759","34148","30994","35109","40884","51417","59622","58985","60781","61351","59436","48475","47753","46516","46390","45691","46915","50726","49440",
